root_888,superclass,cell_type,malecns_cell_type,side,dimorphism,n_planes,neck_area_um2,neck_diameter_um
720575941436034702,ascending_neuron,ANXXX202_b,auto:ANXXX202,right,isomorphic,3,0.08287204613095145,0.32483221251446726
720575941436052000,ascending_neuron,ANXXX086,ANXXX086,right,isomorphic,3,0.17300387757408983,0.4693350384531843
720575941436052768,descending_neuron,DNg05_b,auto:DNg05_c,right,isomorphic,3,0.19812837039605463,0.5022597695637112
720575941436095788,descending_neuron,DNge016,auto:DNg06,left,isomorphic,3,0.4542742844155871,0.7605261225455664
720575941436244110,ascending_neuron,AN17A003,AN17A003,left,isomorphic,3,0.3213016381988565,0.6396045274565949
720575941436259602,descending_neuron,DNge017,DNge017,left,isomorphic,3,0.18491371333333453,0.48522103435426545
720575941436313888,descending_neuron,DNge105,DNge105,left,isomorphic,3,0.10221702212301514,0.3607585823124543
720575941436435232,ascending_neuron,AN09A005,AN09A005,,dimorphic,3,0.00807878452381122,0.10142104283190385
720575941436503359,ascending_neuron,AN12B089,AN12B089,right,dimorphic,3,0.03367237849584011,0.20705797223529826
720575941436518367,ascending_neuron,AN08B101,AN08B101,left,dimorphic,3,0.05013717727272679,0.25265913156866665
720575941436526815,ascending_neuron,AN08B049,AN08B049,left,isomorphic,3,0.06895685799062017,0.2963082828311495
720575941436586784,descending_neuron,DNg03,DNg03,right,isomorphic,3,0.10239942173777937,0.3610803139393702
720575941436671711,ascending_neuron,AN05B068,AN05B068,left,isomorphic,3,0.025123817857144886,0.1788536787724544
720575941436684576,ascending_neuron,AN12B006,AN12B006,left,isomorphic,3,0.21119373113206635,0.5185558890587518
720575941436757804,sensory_ascending,SAch02,auto:LgAG6,right,isomorphic,3,0.049978949571261914,0.25226013358922805
720575941436764448,descending_neuron,DNp64,DNp64,left,isomorphic,3,0.10686802413579922,0.36887476790560153
720575941436850143,ascending_neuron,AN08B010,AN08B010,left,isomorphic,3,0.4621020731764067,0.767050606721814
720575941437150252,ascending_neuron,AN10B039,AN10B039,right,dimorphic,3,0.008594667175960006,0.10460913020510955
720575941437152300,sensory_ascending,SApp08,auto:SApp09,left,isomorphic,3,0.15275562817842264,0.4410153132008328
720575941437188575,sensory_ascending,SApp19,auto:SApp10,right,isomorphic,3,0.07907902982031503,0.3173114368038383
720575941437220370,ascending_neuron,AN08B113,AN08B113,left,isomorphic,3,0.032330406805555996,0.2028900008433356
720575941437249836,ascending_neuron,AN07B072,auto:AN07B072_d,right,isomorphic,3,0.05802342797618943,0.2718045676959402
720575941437379090,ascending_neuron,AN05B105,AN05B105,right,isomorphic,3,0.11950042179487248,0.3900675103642488
720575941437461010,ascending_neuron,AN10B037,auto:AN10B046,right,dimorphic,3,0.019935352693602904,0.15931879797355322
720575941437893461,sensory_ascending,SApp11,SApp11,left,isomorphic,3,0.2010543209591234,0.5059548518247765
720575941437933074,ascending_neuron,ANXXX120,ANXXX120,left,isomorphic,3,0.1781278420023136,0.4762346191276762
720575941438049621,descending_neuron,DNge019,auto:DNge177,left,isomorphic,3,0.09727111091269428,0.35192247011857936
720575941438206431,sensory_ascending,SApp08,SApp08,right,isomorphic,3,0.13832946185291478,0.4196743273456994
720575941438213951,descending_neuron,DNge118,auto:DNge093,right,isomorphic,3,0.08876875876984153,0.33619026458661544
720575941438410514,descending_neuron,DNb07,DNb07,left,isomorphic,3,0.29812522751105297,0.6161045600790825
720575941438445330,descending_neuron,DNpe032,DNpe032,right,isomorphic,3,0.252437804560839,0.5669336780902918
720575941438449452,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.15463905532880273,0.44372577162603527
720575941438449708,sensory_ascending,SApp08,SApp08,left,isomorphic,3,0.13491565811287634,0.4144634496711182
720575941438459692,ascending_neuron,AN17A024,AN17A024,right,isomorphic,3,0.10112655732237456,0.35882911226066166
720575941438462482,ascending_neuron,AN08B025,AN08B025,left,isomorphic,3,0.18605645949073316,0.48671803107858796
720575941438463276,ascending_neuron,AN09B009,AN09B009,left,isomorphic,3,0.1760906193000056,0.47350347406293863
720575941438465298,descending_neuron,DNb04,DNb04,left,isomorphic,3,0.17148099157579488,0.46726478536767496
720575941438468626,ascending_neuron,AN08B023,AN08B023,left,isomorphic,3,0.05269160778075987,0.25901551826510016
720575941438471212,ascending_neuron,AN09B040,AN09B040,right,isomorphic,3,0.03628405178600221,0.21386368621076668
720575941438547167,ascending_neuron,AN10B033,auto:AN10B053,left,isomorphic,3,0.026504157638887554,0.18370122918948087
720575941438585644,ascending_neuron,AN07B072,auto:AN07B072_e,right,isomorphic,3,0.0947794783670049,0.3473859235579955
720575941438619410,ascending_neuron,AN08B022,AN08B022,right,isomorphic,3,0.14319477823787413,0.4269909299411914
720575941438634002,ascending_neuron,ANXXX055,ANXXX055,right,isomorphic,3,0.19503614711849945,0.4983249293022159
720575941438646290,descending_neuron,DNg38,DNg38,left,isomorphic,3,0.2635954867838018,0.5793273665095163
720575941438669653,ascending_neuron,AN12B055,auto:AN12B080,right,isomorphic,3,0.028449740707773695,0.19032428879835386
720575941438690834,descending_neuron,DNp51,auto:DNp51,right,isomorphic,3,0.15499997925824224,0.4442432926052165
720575941438712923,ascending_neuron,AN10B022,AN10B022,left,isomorphic,3,0.1382746411148019,0.41959115946529235
720575941438719967,descending_neuron,DNg11,DNg11,,isomorphic,3,0.0648376276255643,0.2873218256236054
720575941438773548,descending_neuron,DNae003,DNae003,left,isomorphic,3,1.0742000678544519,1.1694930548530347
720575941438841311,ascending_neuron,AN10B046,AN10B046,left,isomorphic,3,0.04288052314814778,0.23366038982068246
720575941438848479,descending_neuron,DNpe054,auto:DNpe008,right,isomorphic,3,0.04060689494949625,0.2273814074162731
720575941438900821,ascending_neuron,AN08B113,AN08B113,right,isomorphic,3,0.022209039786830954,0.1681589358529298
720575941438942738,ascending_neuron,ANXXX024,ANXXX024,left,isomorphic,3,0.08929777142857348,0.33719053047139613
720575941438959707,ascending_neuron,AN07B071,auto:AN07B071_c,left,isomorphic,3,0.025172791386708006,0.17902791247435504
720575941439029951,descending_neuron,DNg02_b,auto:DNg02_g,left,isomorphic,3,0.14854682734399793,0.43489733825274757
720575941439093333,ascending_neuron,AN05B050,auto:AN05B050_a,right,isomorphic,3,0.010194203409090656,0.11392832355269795
720575941439143954,descending_neuron,DNge090,DNge090,right,isomorphic,3,0.09996387922573234,0.356760373465625
720575941439151378,ascending_neuron,AN27X017,auto:AN27X018,right,isomorphic,3,0.3773442804004351,0.6931447610603918
720575941439161567,ascending_neuron,AN08B034,AN08B034,right,isomorphic,3,0.33923633990202035,0.6572131488143487
720575941439209679,ascending_neuron,ANXXX976,,left,female-specific,3,0.04065565441919194,0.22751788264574294
720575941439285036,descending_neuron,DNg08_b,auto:DNg08,right,isomorphic,3,0.1532131121734274,0.4416752123349828
720575941439395903,ascending_neuron,AN08B010,AN08B010,right,isomorphic,3,0.10789881156565867,0.3706494755362867
720575941439437586,descending_neuron,DNb05,DNb05,left,dimorphic,3,0.6683255312084265,0.9224632757409384
720575941439454783,descending_neuron,DNg08_a,auto:DNg08,left,isomorphic,3,0.06706792554012865,0.29222172229498133
720575941439489599,ascending_neuron,AN06B057,AN06B057,left,isomorphic,3,0.2571772063390614,0.5722308879424524
720575941439550271,ascending_neuron,AN07B040,AN07B040,left,isomorphic,3,0.11149411085939234,0.37677408476601
720575941439563583,descending_neuron,DNge053,DNge053,right,isomorphic,3,0.4238078787989635,0.7345807992706911
720575941439567327,descending_neuron,DNge025,DNge025,right,isomorphic,3,0.1208321634407274,0.3922349917697764
720575941439569119,ascending_neuron,ANXXX027,ANXXX027,left,isomorphic,3,0.1515023954545978,0.43920250570198105
720575941439599148,ascending_neuron,AN27X013,,left,isomorphic,3,0.7687810926582084,0.9893646892916373
720575941439600684,ascending_neuron,AN10B020,AN10B020,right,isomorphic,3,0.2684483167841502,0.5846357948733315
720575941439620415,descending_neuron,DNpe049,DNpe049,left,isomorphic,3,0.13830649787729968,0.4196394909814945
720575941439622111,descending_neuron,DNg08_a,auto:DNg106,right,isomorphic,3,0.07266833864796063,0.3041779124407129
720575941439633983,descending_neuron,DNp65,DNp65,right,isomorphic,3,0.2898840677720751,0.6075293066808333
720575941439740895,descending_neuron,DNg11,DNg11,left,isomorphic,3,0.11648806972502691,0.38511974353929346
720575941439802130,descending_neuron,DNpe006,DNpe006,right,isomorphic,3,0.3370494066918775,0.6550913166342711
720575941439919295,descending_neuron,DNg12_e,auto:DNg12_g,right,isomorphic,3,0.07104583998253444,0.3007629846817746
720575941439941164,ascending_neuron,AN09B036,AN09B036,right,isomorphic,3,0.1522307288578408,0.4402569521377933
720575941440001343,ascending_neuron,AN06B002,AN06B002,left,isomorphic,3,0.2380789832031048,0.5505738607893873
720575941440240335,ascending_neuron,AN02A009,AN02A009,right,isomorphic,3,0.23807589465187273,0.5505702895352845
720575941440280767,descending_neuron,DNa15,DNa15,right,isomorphic,3,1.9477001434742212,1.5747662823281836
720575941440304172,descending_neuron,DNpe053,auto:DNpe053,right,isomorphic,3,0.17914582227941234,0.4775934936745321
720575941440350293,descending_neuron,DNp71,DNp71,right,isomorphic,3,0.2981126857318969,0.6160916005441537
720575941440354645,ascending_neuron,AN08B049,auto:AN08B053,right,isomorphic,12,0.12032020355352974,0.3914031696281193
720575941440355157,ascending_neuron,AN06B007_a,auto:AN06B007,right,isomorphic,3,0.3657339635010571,0.682397937557165
720575941440363093,sensory_ascending,SApp07,auto:SApp06,left,isomorphic,3,0.23182907676552714,0.5432991332197327
720575941440379733,descending_neuron,DNp66,DNp66,left,isomorphic,3,0.364168843104153,0.6809362466491724
720575941440399445,ascending_neuron,AN05B099,AN05B099,left,isomorphic,3,0.3368926065702952,0.6549389200636995
720575941440415455,ascending_neuron,AN06B012,AN06B012,right,isomorphic,3,0.15840365869904915,0.44909442468857425
720575941440529493,ascending_neuron,ANXXX989,auto:AN27X024,right,female-specific,3,0.16088986764759047,0.4526050616554334
720575941440543323,ascending_neuron,AN27X016,AN27X016,left,isomorphic,3,0.4924426225449042,0.7918316869999984
720575941440672085,ascending_neuron,AN12B004,AN12B004,left,isomorphic,3,0.31600804758570844,0.6343137572532027
720575941440674783,ascending_neuron,AN05B027,AN05B027,right,isomorphic,3,0.07596538625283408,0.31100182283740596
720575941440676319,ascending_neuron,ANXXX178,ANXXX178,left,isomorphic,3,0.15743297614717994,0.4477163062430685
720575941440683743,descending_neuron,DNp10,DNp10,left,isomorphic,3,1.0225201295265391,1.1410140508341298
720575941440714959,descending_neuron,DNg03,DNg03,right,isomorphic,3,0.07758158989315887,0.31429277464713645
720575941440764127,descending_neuron,DNd04,DNd04,left,isomorphic,3,0.3059652571954771,0.6241530779995772
720575941440899023,descending_neuron,DNg06,DNg06,left,isomorphic,3,0.16250854809523882,0.4548761477505214
720575941440937301,ascending_neuron,AN09B018_b,AN09B018,left,isomorphic,3,0.16135712196247995,0.45326181011340905
720575941440999119,ascending_neuron,AN08B111,AN08B112,right,dimorphic,3,0.047362328652598776,0.2455678923866718
720575941441051343,ascending_neuron,AN08B113,AN08B113,right,isomorphic,3,0.04480260123256344,0.23883978646008733
720575941441145311,sensory_ascending,SApp10,auto:SApp10,right,isomorphic,3,0.16368447962788818,0.4565189506708614
720575941441226943,descending_neuron,DNp53,DNp53,right,isomorphic,3,0.6981124170620027,0.9427960203957101
720575941441234111,ascending_neuron,AN19B009,AN19B009,right,isomorphic,3,0.1264014990079362,0.40117251532315473
720575941441243839,descending_neuron,DNge136,DNge136,right,isomorphic,3,0.2925374547619014,0.6103034128358014
720575941441350235,ascending_neuron,AN08B034,AN08B034,,isomorphic,3,0.19971739596458826,0.5042698546548708
720575941441452373,descending_neuron,DNp104,DNp104,right,isomorphic,3,0.0739681440206788,0.30688427467086277
720575941441615963,descending_neuron,DNpe007,DNpe007,left,isomorphic,3,0.18931986660318334,0.4909679630720918
720575941441633883,descending_neuron,DNge049,DNge049,right,dimorphic,3,0.9938887873298813,1.1249260007206168
720575941441643867,descending_neuron,DNg02_g,DNg02_g,right,dimorphic,3,0.13696897226237767,0.417605450019744
720575941441701467,sensory_ascending,SApp05,auto:SApp09,right,isomorphic,3,0.04113930346840856,0.22886718423321026
720575941441805503,ascending_neuron,AN05B100,AN05B100,left,isomorphic,3,0.14544421263768317,0.4303316431348826
720575941441848411,ascending_neuron,AN17A003,AN17A003,left,isomorphic,3,0.14064629134957737,0.42317421940215705
720575941441857727,ascending_neuron,ANXXX988,,right,female-specific,3,0.050827365043291016,0.25439223873343264
720575941441900479,ascending_neuron,AN09B011,AN09B011,right,isomorphic,3,0.229270306939164,0.5402925330119899
720575941441901147,ascending_neuron,AN17A003,AN17A003,left,isomorphic,12,0.062148038264340164,0.27945890110283567
720575941441901759,ascending_neuron,ANXXX075,ANXXX075,left,isomorphic,3,0.15894143201221295,0.44985610647715435
720575941441906779,ascending_neuron,AN04A001,AN04A001,right,isomorphic,3,0.11310425365537044,0.3794849251706505
720575941442078811,ascending_neuron,AN07B085,AN07B085,left,isomorphic,3,0.051778461838742074,0.2567613389485398
720575941442141866,sensory_ascending,SApp23,SApp23,right,isomorphic,3,0.048529452380952416,0.24857517546161084
720575941442187967,descending_neuron,DNp23,DNp23,right,isomorphic,3,0.07365363958333584,0.30623312448390405
720575941442213311,descending_neuron,DNp56,DNp56,right,isomorphic,3,0.12539147473881462,0.399566495354802
720575941442292059,descending_neuron,DNae006,DNae006,left,isomorphic,3,0.18892989764318613,0.49046204426241913
720575941442418639,descending_neuron,DNpe017,DNpe017,right,dimorphic,3,1.5790070092692552,1.4179048506918994
720575941442472539,ascending_neuron,AN23B010,AN23B010,left,isomorphic,3,0.13135215539359898,0.40895324736860605
720575941442478287,ascending_neuron,AN19B060,auto:AN19B059,left,isomorphic,3,0.06973555745550888,0.2979766256378257
720575941442671530,sensory_ascending,SApp10,SApp10,right,isomorphic,3,0.1727367737647297,0.4689725910831306
720575941442861482,descending_neuron,DNge113,DNge113,left,isomorphic,3,0.07809508324823228,0.3153311723268632
720575941443143259,ascending_neuron,AN09A005,,right,isomorphic,3,0.8273912475128916,1.0263855295653639
720575941443480234,ascending_neuron,ANXXX131,ANXXX131,right,isomorphic,3,0.3986424802840946,0.7124376254164407
720575941444536746,descending_neuron,DNpe054,auto:DNpe008,left,isomorphic,3,0.061611064209732155,0.28008149411385297
720575941444765866,sensory_ascending,SApp14,SApp14,right,isomorphic,3,0.09352296243481062,0.3450755484133612
720575941444895914,ascending_neuron,AN17A024,AN17A024,left,isomorphic,3,0.07877327238966889,0.31669740364379523
720575941444941588,sensory_ascending,SApp10,SApp10,right,isomorphic,3,0.008201933675214202,0.10219112632013472
720575941444962474,ascending_neuron,ANXXX132,ANXXX132,left,isomorphic,3,0.17710764157969983,0.4748688797279259
720575941445042346,ascending_neuron,AN08B098,AN08B098,right,isomorphic,3,0.08085991468924181,0.3208645212021023
720575941445141012,ascending_neuron,ANXXX006,ANXXX006,left,isomorphic,3,0.2060535434150296,0.512206520662144
720575941445166100,ascending_neuron,AN08B049,AN08B049,right,isomorphic,3,0.13167703099844075,0.4094586706867161
720575941445302804,ascending_neuron,AN08B066,auto:AN08B095,left,isomorphic,3,0.12110132499999804,0.39267161332317174
720575941445392148,ascending_neuron,AN19B079,AN19B079,right,isomorphic,3,0.044834085858587065,0.23892369298000687
720575941445677332,descending_neuron,DNge060,auto:DNge008,right,isomorphic,3,0.18617441651515323,0.4868722926241421
720575941445707284,descending_neuron,DNp28,DNp28,right,isomorphic,3,1.1456826916030574,1.2077783358992795
720575941445859754,descending_neuron,DNg13,DNg13,left,dimorphic,3,0.453010364872108,0.7594673862188374
720575941446170026,ascending_neuron,AN01A055,auto:AN01A089,right,isomorphic,12,0.28987337345263436,0.6075179017785274
720575941446297514,ascending_neuron,AN01B002,AN01B002,left,isomorphic,3,0.11676339141414062,0.3855745937245788
720575941446364586,descending_neuron,DNp53,DNp53,left,isomorphic,3,0.46477403636647635,0.7692650274567123
720575941446655252,ascending_neuron,AN07B082,auto:AN07B082_a,right,isomorphic,3,0.0723543536324421,0.30352005580945973
720575941446801333,ascending_neuron,AN06B068,AN06B068,right,isomorphic,3,0.05660861651785767,0.26847035054784824
720575941446894612,descending_neuron,DNg12_e,auto:DNge177,left,isomorphic,3,0.08435260329743288,0.3277210249887078
